r_key,end_lat,end_lon,end_lat_pre,end_lon_pre
SDK-XJ_bb00aa14f362110f4530ae5fa336c413,35.595318,115.975413,35.542,116.114
SDK-XJ_0a7709021b99b279cb6da7b8ebc5b662,35.597526,115.952454,35.545,116.065
SDK-XJ_9f835152d8c9ceca339ba167036dddfc,31.934498,121.149975,31.935,121.15
SDK-XJ_3b21e4b9418790307ddd741fb974682c,31.934481,121.149938,31.92,121.15
SDK-XJ_ce042cac84b63da58cc1dda62d80d48a,31.934467,121.15,31.934,121.15
SDK-XJ_ca4d2477a44e5bd384f49c9e660f4319,36.340892,114.619163,36.341,114.619
SDK-XJ_485220aa5b8fd48bcd01e4bc77f85fe3,36.279595,114.618562,36.341,114.619
SDK-XJ_11b00ab7b83b1a2c51aa52f47961bd8c,36.341859,114.624882,36.342,114.625
SDK-XJ_c423e9f9f7878df7c4077a7f7fd154a6,36.341033,114.619177,36.341,114.619
SDK-XJ_e59d8b604afaf8a818412ec2230546ad,36.340975,114.619064,36.341,114.619
SDK-XJ_2df98a680ada50a5938f8c0fbb554fb8,36.341821,114.624851,36.342,114.625
SDK-XJ_3199fbd42e32923431d9997651b86b88,36.353678,114.626288,36.322,114.612
SDK-XJ_84db2b37c00eea5ba788835756185221,32.049965,110.732986,32.053,110.737
SDK-XJ_1c77404538732095f27713b52248df02,32.046082,110.7395,32.046,110.738
SDK-XJ_86c6188f8018f64f30070250ef156f60,32.023325,110.693132,31.98,110.7
SDK-XJ_469a9d1127f25967e19c49ceb16a29d7,32.025711,110.701665,32.048,110.74
SDK-XJ_a08cedf138bbc672c52bf08f62680b90,32.052245,110.740594,32.053,110.735
SDK-XJ_a149159a0c9f0fe1ac0b323242ec157a,32.048105,110.739622,32.046,110.74
SDK-XJ_5964bded0d7214a5e13fdc24caaf058e,32.045953999999995,110.739539,32.046,110.74
SDK-XJ_54bf3b84d5ea257e3ea58515883d2257,32.053548,110.736504,32.052,110.737
SDK-XJ_c89f1306063d2d35c739130ed513424a,32.025284,110.697424,32.022,110.693
SDK-XJ_3dc5ece4f0de93807880733f50bdd865,32.022641,110.692317,32.023,110.692
SDK-XJ_19052e7f1adbcd69c3ed4122bad34a9a,32.072291,110.744727,32.022,110.692
SDK-XJ_7cac84908ea6f7b1199b98407f42ec5d,23.015693,114.348291,22.98,114.461
SDK-XJ_31e7e85f6cab5ff5aa1487f095fafb1b,23.115894,114.462482,23.118,114.461
SDK-XJ_4ef68b079fbb489b55088c29c6869ae8,23.016425,114.3498,22.53,114.12
SDK-XJ_9f137024f9593280aa2e99b1dcc30df1,23.116907,114.461705,23.119,114.462
SDK-XJ_c8129976ba74c00885e21210da92a4d8,23.014123,114.345741,22.735,114.27
SDK-XJ_ab3ea5388eda935d2debe65812c6da07,23.167072,114.083273,23.027,114.356
SDK-XJ_e549e707f5b877d1b1270fd528319493,22.964289,114.263252,22.819,114.423
SDK-XJ_1ef1ddac51532cb24453b5c0181cce6a,23.6304,113.677139,23.016,114.348
SDK-XJ_f2c1314d2c1a796fb9131f4ad306ca06,23.644292,113.671895,23.016,114.349
SDK-XJ_3eac4a782e519f8c0c0e89a9b5108c58,22.783656,114.336327,22.729,114.274
SDK-XJ_cb469eb98d61cc725bb0df192e308335,22.965876,114.277935,23.004,114.325
SDK-XJ_0ae74dc963bea1b179b6063c2e81d89a,23.015905,114.348696,23.016,114.349
SDK-XJ_fce6a5a35e1f5512cd3dcc0e76d08dcc,23.018774,114.354017,23.049,114.416
SDK-XJ_c6f162a07ca86217aec64d2e020c8a05,23.018554,114.353609,23.03,114.369
SDK-XJ_3bf7db0f4008885781f238420774f8ad,22.96585,114.277849,23.025,114.355
SDK-XJ_ed5328eef349c61cfbedf98ca783047a,23.059128,114.413469,23.056,114.418
SDK-XJ_151d5f658e00d59e2f7b74a94d8e310a,23.630954,113.680445,23.016,114.349
SDK-XJ_958fe93cb0a7ac8b9ce81c9353c2d3b8,23.015957,114.348641,23.015,114.348
SDK-XJ_a5e7be3df2b7139983f13af6eaf4563a,23.015748,114.348814,23.016,114.348
SDK-XJ_ed8a731c34d8846954f7b9efb042006c,22.759825,114.282663,23.025,114.355
SDK-XJ_d7c569382a93d1093665a34ab61a9032,23.117893,114.460654,23.004,114.325
SDK-XJ_aa52359efbb90e15aedbe31a14abf850,22.968775,114.320352,22.542,114.121
SDK-XJ_cbe328a0608fa6171e5b93a4f863dbe9,23.118969,114.461377,23.063,114.422
SDK-XJ_6152c05fe52507de1d476008b5af883e,36.821289,118.292719,36.821,118.293
SDK-XJ_2c540830c4f1d9764579ebf5c2969fa9,36.777699,118.186828,36.821,118.292
SDK-XJ_9ff6dcc8c587e1bb618121a687886341,36.826103,118.287231,36.816,118.299
SDK-XJ_41547560d4ee1c9e1fd89086db890123,36.817377,118.299143,36.778,118.187
SDK-XJ_5a41bca0f9efa06ebbcbfe3c138dbf63,36.816005,118.299028,36.816,118.299
SDK-XJ_24dee70af6ef6daf0348b075ed0903db,36.816182,118.298425,36.816,118.299
SDK-XJ_815a5c99e8f9897d1c7c1cfd10b2e34f,36.8161,118.299063,36.816,118.299
SDK-XJ_fc86ecf5cd9cae8dde7ea80bbc9bf354,36.816211,118.29847,36.816,118.299
SDK-XJ_115351f9393aa9a4794d7a5abe886bb8,36.779113,118.188083,36.778,118.187
SDK-XJ_85ffb4e2d5377a2cf623c56939f3a9e9,36.821343,118.29262,36.821,118.292
SDK-XJ_a9309dc6b78c0e8b5f1050d79326cb95,36.824295,118.297381,36.792,118.275
SDK-XJ_06e1fc58e38d675782c83f10bd76d44f,36.814815,118.307163,36.778,118.187
SDK-XJ_051cd49ce7d8a7d26c209a0eb7457714,36.816127,118.298708,36.816,118.299
SDK-XJ_617b015f07f767efa78a325d7acc3b68,45.579918,84.865546,45.607,84.853
SDK-XJ_578e7d4817110f6fa0263679e79285d3,45.574646,84.883347,45.577,84.943
SDK-XJ_9213eed5dbe0339fa04fd13c418d1c27,45.597222,84.865027,45.54,84.901
SDK-XJ_4c7b8d30ec8d27fe876f14812f0e743d,45.597282,84.865611,45.597,84.865
SDK-XJ_7e7de73c5462935c3b55edf204ab87c4,45.574378,84.884751,45.586,84.863
SDK-XJ_dc74ad736dc9ccee1b0286e28ec75f5e,45.607092,84.852651,45.586,84.863
SDK-XJ_ebbf2fb1329c4c4094d49be820cee95f,45.606954,84.85271999999998,45.607,84.853
SDK-XJ_136be0cd7578029029f62fbca547606b,45.597146,84.865116,45.591,84.883
SDK-XJ_21651ecf27e50ec6e0b06ea93ae590b5,45.607074,84.852632,45.607,84.853
SDK-XJ_d7c01e85160037a0b95289d7d522ae8c,45.607117,84.852589,45.607,84.853
SDK-XJ_691e55995f56b9bd60d82264ed0650e8,45.606953,84.852637,45.607,84.853
SDK-XJ_86595f92d063ec94d88e555803dfa260,45.606228,84.869124,45.607,84.853
SDK-XJ_4688f0d4b851d722d5097f0e32cb0859,45.607155,84.852985,45.607,84.853
SDK-XJ_2e350f70bf2ffb34b9f6a246bbb9d6d3,45.539589,84.901262,45.607,84.853
SDK-XJ_57248c8210131e42b716874324ad7d35,45.52865,84.893866,45.597,84.865
SDK-XJ_cd3ec953b52fe31d91ed0b142e28ecd6,45.55189,84.858924,45.54,84.901
SDK-XJ_729335367480df44ab9f7785489c2da3,32.529535,107.89994,32.477,107.884
SDK-XJ_2211f024bb9c6b85c3f7db6d03109d33,32.487356,107.942718,32.539,107.894
SDK-XJ_7bae2793a74ab9ba769a8aaee9750cdc,32.505905,107.904687,32.487,108.09
SDK-XJ_166c885f525d896b7026b4726ac66ac7,46.522128,86.01907,46.525,86.018
SDK-XJ_e696dca5735ec42f52c6837d7593af3a,46.516725,86.002482,46.522,86.032
SDK-XJ_f1867a70fe371c92deeb5c52274181df,46.877854,86.365394,46.522,86.031
SDK-XJ_de9baeb56062e64ba366f7aef6783f47,46.523387,86.01923199999996,46.512,86.015
SDK-XJ_3d65579ed73ba3c265efedd42fb686eb,46.51181500000001,86.01531,46.792,85.724
SDK-XJ_4a98eb5beb408f72d49f3849fb2c391e,34.421425,116.729972,34.413,116.729
SDK-XJ_4ce56452727d99e3702e90500418f302,24.963181,102.690179,24.989,102.686
SDK-XJ_ffb284832e934c9eab4a92ff822f210e,24.897073,102.804214,24.978,102.675
SDK-XJ_13f53e94aba266027ac379b752a9ad5d,24.964032,102.690995,24.977,102.676
SDK-XJ_d0b5f4ce59277009fdf9da9edb3ba485,25.095525,102.92558,24.969,102.694
SDK-XJ_88d334c798aaf71f17481a85754b84a1,24.964373,102.692759,25.01,102.68
SDK-XJ_ac1848a9625afc76e4eb1b949ee81c46,24.963195,102.690193,24.977,102.676
SDK-XJ_b28727fa2829b9378e7836e4c7b48cd2,24.959656,102.655109,25.062,102.68
SDK-XJ_5c4c191329f5351c5346f282cf811015,25.063912,102.655254,24.977,102.676
SDK-XJ_927dc25dfd6440696d002c3a79a3cdda,25.06057,102.649154,24.972,102.694
SDK-XJ_3ef070f5d98419602942d6e9461e7067,24.963189,102.690228,24.963,102.69
SDK-XJ_36847e018641488048f24c21bbd93485,24.956537,102.697112,24.963,102.69
SDK-XJ_9979ea548664b894be73fa87ca4f1345,24.963196,102.690243,24.963,102.69
SDK-XJ_39b3363a760dc8a8a093575615700872,24.977577,102.675432,25.007,102.685
SDK-XJ_2837490e17629bad8fef4dda085c5397,24.963109,102.690191,24.963,102.69
SDK-XJ_f981ab785902eded7680be2029dd210b,24.963184,102.690286,24.992,102.693
SDK-XJ_ff60834800151e7ae6f8e7a8674e844e,25.055013,102.692809,25.008,102.709
SDK-XJ_36dbc8bfcd38c560a80222c6222a0b1e,24.977695,102.675642,25.007,102.685
SDK-XJ_cee747b5b0ab2f5a8a355b6f85d8303a,24.991273,102.686101,24.963,102.69
SDK-XJ_156b5c6fd1d3dd84672f45718349c019,25.060598,102.887435,25.069,102.724
SDK-XJ_cb1f0abe8d3b6b29066da7cc0a7e5a95,24.977239,102.675903,24.963,102.69
SDK-XJ_cdc3f85046f6a08838378caa5dbe6f11,29.837466,91.466379,29.209,91.783
SDK-XJ_d487e61cb81f1a1e08e692c189070d89,29.208034,91.788228,29.209,91.788
SDK-XJ_336d0fd287bbf3e7ed068494d8524cc0,29.630108,91.079162,29.208,91.788
SDK-XJ_08b7113503b1296d7a662cbb11e2785c,29.241702000000004,91.773946,29.209,91.787
SDK-XJ_6a266ffd75afb49551351994845aac9a,29.268238,91.684559,29.241,91.771
SDK-XJ_ae0f98dcb1f50910e830125d712ccdb7,29.140634,91.800755,29.243,91.782
SDK-XJ_b797da4b42124393b2cc3ae1cd75b5ad,29.209079,91.77785,29.241,91.774
SDK-XJ_6bf3df4236c2a72c3a963954d7c99f96,29.197416,91.774,29.24,91.774
SDK-XJ_5df2f4200aed744918425ba5115e867a,28.994864,91.67584,29.209,91.788
SDK-XJ_846a96d0b1848e9505f6abf361d45b7f,29.20914,91.781794,29.209,91.788
SDK-XJ_9de4ae6746c40c1b15834c8db91f6a39,29.240217,91.771503,29.241,91.774
SDK-XJ_df05da498e646947813ca206aa2209ac,25.069468,118.522943,25.061,118.514
SDK-XJ_471ed4b75d3cd4ea57eeeb701044162a,24.965346,118.3954,25.034,118.553
SDK-XJ_e5a48b71b7e899625089a8ecdd3a5dd6,24.961765,118.390968,25.054,118.535
SDK-XJ_8b2eb321866d7d212aad036803c5730c,24.959845,118.388049,24.96,118.396
SDK-XJ_f1f7d0e21ce1b853693a84ba6790bb53,25.054083,118.534747,25.123,118.477
SDK-XJ_9fbdadb0269b2daf35276a26413829ac,25.068373,118.523563,25.071,118.521
SDK-XJ_c157278899c8d41fb06c4cd5e2a22b5b,24.984604,118.403613,25.071,118.522
SDK-XJ_50504beee076d8d1ead5a5fd8d92863a,25.048256,118.543059,24.955,118.386
SDK-XJ_31900e7a321b5a399c8ecec800ef4bd0,25.06666,118.524361,25.066,118.522
SDK-XJ_24f03c8765205626f5349178a286856d,25.069353,118.523028,25.07,118.523
SDK-XJ_57f7d5c6c8e625e277815ac1fe12e589,25.066518,118.523378,25.069,118.523
SDK-XJ_b649e5ee7e3d5c02f945637a7be7c4cd,24.997675,102.696762,24.998,102.697
SDK-XJ_f486cdfe51355d92fe55ec48b050bccc,24.997147,102.683234,24.997,102.684
SDK-XJ_7d49ad1f43fdca799073705382d3865e,24.997031,102.683352,24.997,102.683
SDK-XJ_73cd8a2e5fe8352124b9ad280c11c690,24.997084,102.683305,24.997,102.683
SDK-XJ_5f1c5c5bc63822590557a885cf9b5be5,24.997913,102.697413,25.004,102.674
SDK-XJ_dfc685b7b7a5fcf95b24a7bc63a117b4,24.997827,102.687209,24.996,102.696
SDK-XJ_7b6a12b99f6dc411f897dd5dada93ba9,24.978947,102.725859,25.071,102.697
SDK-XJ_d5ac9a390da87b9945f5a2d6dcc1088b,24.9979,102.697537,25.004,102.674
SDK-XJ_4332fdcc1d9938a9c238db093b5e418f,25.001636,102.687632,24.998,102.697
SDK-XJ_3bd1316b0cc02233eb01719277f83807,24.99930100000001,102.696773,24.996,102.696
SDK-XJ_50d1d113884025e10151588a0011b93a,24.997726,102.696655,24.998,102.697
SDK-XJ_d213c7bcd527f5b9f62130c776295bfc,24.997028,102.683375,24.997,102.684
SDK-XJ_5deeef6863e3b4786697508f1d43a089,25.005206,102.697788,24.997,102.683
SDK-XJ_465d9d1fdef3db1495c910e4eb981187,25.004733,102.705453,25.005,102.698
SDK-XJ_eb915e95961a3e8fb99d8522c495d866,24.999641,102.700795,24.982,102.705
SDK-XJ_1e9ff64390055fdfae0472f58af80cf0,24.997736,102.696632,24.998,102.697
SDK-XJ_a56b10d3ed4f09ef13c29643d58cf43f,24.997893,102.687176,24.997,102.683
SDK-XJ_536a734ecef7e984243e1fa0357e5911,30.443315,114.438515,30.399,114.409
SDK-XJ_a83ef43d77873e0f505ed8ff9b696a83,30.428284,114.438607,30.4,114.409
SDK-XJ_89728964cedca57ff5bace5ac698d2e7,35.913429,112.850084,35.802,112.931
SDK-XJ_303ac889d66521df558fdb59d6959146,35.541701,112.904948,35.563,112.893
SDK-XJ_ff81ba4b473ba51b02bf4a8dee64907c,35.594018,112.922283,35.55,112.906
SDK-XJ_63356ad487f306b19d5a24df8d5db030,35.543159,112.874913,35.539,112.904
SDK-XJ_9631f188b48e14126f0a3ec60ad89116,35.559296,112.899881,35.805,112.924
SDK-XJ_6569743062cf54fa5169ceb759f349a8,35.477651,112.861723,35.55,112.906
SDK-XJ_51a30f66e59fc953cc4090f53825c12c,35.548343,112.903385,35.56,112.9
SDK-XJ_2407f214ed6ec4f25fbfd24c1016123e,35.477462,112.857253,35.487,112.821
SDK-XJ_2292b0bfb5d18cae80a3e27023f272c0,35.559793,112.900617,35.491,112.844
SDK-XJ_40060602b22ff63cb380eeca4c86c65c,35.477304,112.857089,35.487,112.821
SDK-XJ_dab0d058e835dad0090a3f224ae13524,35.541194,112.87507,35.563,112.893
SDK-XJ_b7dc5f17fabc1cc14e2b839143b0f3f2,35.803101,112.922871,35.557,112.908
SDK-XJ_1b20bb1dd334c9e55d22cf3f0d5352a7,35.91350300000001,112.849927,35.79,112.931
SDK-XJ_5ad4f9e2be4fe9b17f45393809f30965,37.76618300000001,107.953171,37.699,107.918
SDK-XJ_f1f6a49b75b424b5d5cd6a1de11d3d24,37.60976,108.198162,37.598,108.186
SDK-XJ_d914900a4f7065bf022fbd133b0e3d85,37.617052,108.18568799999998,37.588,108.189
SDK-XJ_920a116fa682f585984920a7276f41ab,37.637002,108.181376,37.598,108.186
SDK-XJ_86f70244d9d8729323e701ad2befcc11,37.601238,108.185199,37.588,108.189
SDK-XJ_68f80a530769b20a09d1ec5e4fb63881,37.624399,108.19011100000002,37.621,108.186
SDK-XJ_f17ea604b40cd0f6582106a6180a3449,37.697607,107.920266,37.605,108.185
SDK-XJ_05773574766f1aeea9dddf9a7af44110,37.598302,108.185755,37.722,107.913
SDK-XJ_614a3899bf6668aa2154845ac465d41f,37.774404,107.954466,37.52,108.061
SDK-XJ_2ac7775d5b9495a016eef245e93ccdb2,37.698855,107.920197,37.582,108.185
SDK-XJ_b40ad5f7fe41ed9742a0c4b83fe53544,37.729807,107.962621,37.581,108.179
SDK-XJ_85da07bd5cacb8384589b6eff221a597,39.883422,124.165577,39.884,124.166
SDK-XJ_395e7f1776360df893174198fbc4998e,39.883571,124.165348,39.884,124.166
SDK-XJ_fb0c3adfc804297e91ca11faacd78778,33.432888,104.792941,33.447,104.763
SDK-XJ_b7ec4e5db6f3361df0781def84782fba,33.447463,104.762849,33.447,104.763
SDK-XJ_0beb0f2245aae67c7f8a653f00b44dad,33.447465,104.76287,33.388,104.924
SDK-XJ_d2703e3263ff499f865f3c55c4dcd933,33.374198,104.961521,33.386,104.933
SDK-XJ_cace1a930bc3b7ec8a56493adef0c233,33.432893,104.793011,33.447,104.763
SDK-XJ_d03d109db6eaa42bd9635f757836d452,33.447459,104.762868,33.39,104.926
SDK-XJ_74b1b68668eeedb9b80180e5009a6310,33.447484,104.762836,33.447,104.763
SDK-XJ_08cfa6a8c27636fa9edd78da185be7e8,33.437058,104.794111,33.448,104.762
SDK-XJ_f9178e13baa5e3913039cc6302e11f47,33.432886,104.793024,33.448,104.762
SDK-XJ_4271b93d2cf1da0447620a8965c8a767,39.698249,116.98323899999998,39.698,116.983
SDK-XJ_8e5d4b8b45d953a87bda1f8429bee8fe,39.714079,117.042299,39.698,116.983
SDK-XJ_177871e3c1b591df0be715bc6c1f5285,39.698306,116.983073,39.698,116.983
SDK-XJ_9e300a6b218e4f4d9f16abaf37397a7f,39.706,117.046536,39.713,116.984
SDK-XJ_c4a6a801b361a14c424d18f69a35e829,35.137083000000004,110.771949,35.136,110.772
SDK-XJ_a9f610a77173462b3c4b83859e32da28,35.139899,110.799872,35.139,110.799
SDK-XJ_ed3d173e418eab9a0b7c501ed12e002a,35.138453000000005,110.791868,35.019,110.536
SDK-XJ_7123d5906d8b42c339d76a9b2653c11b,35.141521999999995,110.790968,35.019,110.536
SDK-XJ_870612da8a81d8f72cd36efe331ab0f3,39.29567700000001,110.504953,39.296,110.505
SDK-XJ_980c0763890cd8b51b5382df5244029a,39.357061,110.447996,39.294,110.504
SDK-XJ_805cebc7f5f53410a0c2d0af66d075c0,22.623872,114.061953,22.479,113.905
SDK-XJ_fff5d2000729e5f102aa4999707f7b42,22.506816,114.048976,22.504,114.049
SDK-XJ_a8e8ba636671ce4a71e9cb12d31f08cc,22.506595,114.050794,22.504,114.049
SDK-XJ_f5896cb27824875d073a1d76952319fd,22.503607,114.049225,22.508,114.051
SDK-XJ_ad393ef2459f7cc2460db1fcdb32dbf4,22.495996,113.921907,22.503,114.049
SDK-XJ_4f376b378e2937ede5a290ffc8c65947,22.50716700000001,114.050742,22.504,114.049
SDK-XJ_238638f19416855e6057cf32edbd8f13,22.486801,113.944958,22.479,113.905
SDK-XJ_996f55ce68c0e60c7d788b426106e5ca,22.553044,113.888814,22.479,113.906
SDK-XJ_a4770d16f1ef022e1965b1906f9bd8b6,22.515472,114.050354,22.479,113.905
SDK-XJ_2ccc69c29792e7f29f9d464b4fd246da,22.479029,113.905286,22.951,112.824
SDK-XJ_20cba4950e5cc720058370b8a32c8f30,22.479721,113.904777,22.48,113.905
SDK-XJ_ec5e5aa7cbc32b6d1015636635331441,22.540397,114.031577,22.528,114.028
SDK-XJ_f6c7334025a96998939132898367f33d,22.479205,113.905391,22.485,113.915
SDK-XJ_a3cc39e77bccec8be5b9b884a138cd7f,22.496358,113.921284,22.541,114.032
SDK-XJ_de6a02e85b50bac7d5410dc25e4d6459,22.503705,114.049389,22.504,114.049
SDK-XJ_2eec4f0ab030bd033226bf02efe66f0a,22.479093,113.905269,22.483,113.94
SDK-XJ_e7af24324d95169d1f6e0b51759c2304,22.481533,113.936219,22.479,113.905
SDK-XJ_eb933361221d26db6ff652346a611156,22.480488,113.904601,22.479,113.905
SDK-XJ_00613133a0290920b60b1c47aefb5e00,22.478927,113.90501299999998,22.541,114.032
SDK-XJ_bf88fa3865398332ee6a19e08e308dc5,22.483673,113.917837,22.479,113.905
SDK-XJ_c81a63b6d8f045f74391f4789eb73154,43.82986,125.362605,43.902,125.259
SDK-XJ_4c27569d591e5248c846dcf39b7ca6db,44.13931,125.50338899999998,44.789,126.177
SDK-XJ_e01025bea3c09812025f2bd44708c8fd,43.897892,125.341094,43.898,125.341
SDK-XJ_dc9c710c373c99c34be1f93f1a5693c3,43.900495,125.342931,43.9,125.358
SDK-XJ_64f461a1838bab10dd288af81a0d42b5,45.658148,126.624427,43.897,125.251
SDK-XJ_6678510f09976e0043e70019a648f528,36.560785,101.734635,36.621,101.761
SDK-XJ_0369d1af13b564245decff2d7efc37c0,36.562043,101.731427,36.641,101.718
SDK-XJ_662284a98a083cc24de53bea4e7bac03,36.62041,101.762027,36.619,101.761
SDK-XJ_64d44158c4956ce1832542999a5d98dc,26.838998,109.187683,26.833,109.188
SDK-XJ_e51226e954c554c728c7508fdc8fce19,26.902318,109.202252,26.902,109.203
SDK-XJ_6e3a8f36c72663ec5882864de7de3c7f,26.838562,109.183015,26.835,109.187
SDK-XJ_b071473d7f78e41608d84da2daa966a0,26.902873,109.202512,26.904,109.204
SDK-XJ_a393a3d7823b151e84d1eb9709c34b80,26.898749,109.198773,26.896,109.202
SDK-XJ_8ad551f3b550945dbedb03054d796479,26.833542,109.187844,26.894,109.201
SDK-XJ_8fd398934078935bc567daf4a8e8c804,26.903531,109.20433,26.912,109.209
SDK-XJ_35aec13b923716a63d24b08511a6e814,26.901701,109.213599,26.902,109.203
SDK-XJ_7aa82bd773c3777cf439228306338929,26.844612,109.184048,26.904,109.204
SDK-XJ_8fddefd40967df45792d8749b0ca7814,26.90178400000001,109.20257,26.904,109.204
SDK-XJ_027171f587346ab19440771bd255a1c3,26.860422,109.187028,26.902,109.203
SDK-XJ_1070592a7dfe2aad7affe0a43aa018a6,26.833704,109.187691,26.836,109.185
SDK-XJ_844c4c3681a8cf2fb344b6c7d8bd6ae6,26.901933000000003,109.202464,26.903,109.204
SDK-XJ_56209984db6febbc38c9a43e4f418e59,26.902279,109.202148,26.902,109.203
SDK-XJ_53967e74775e2da287b2c0880931883b,26.890801,109.182766,26.835,109.187
SDK-XJ_ac937fee5b351f4806390197c15088a8,26.834516,109.187258,26.833,109.188
SDK-XJ_286a1963bcf0aed3c0c8514c3d5bb7af,26.861432,109.188356,26.838,109.183
SDK-XJ_cda495df89fae17e8abca4135fc1ba7c,31.815591,120.48474,31.822,120.486
SDK-XJ_102390c33e6448899cc2aaf85e8c33b7,31.758179,120.392169,31.806,120.476
SDK-XJ_bcea1b2319f4fb2d2213ad59fd709403,31.775505,120.486479,31.822,120.486
SDK-XJ_38913572c0e9e0c96df2bd399e69c4e8,31.805859,120.475751,31.758,120.392
SDK-XJ_b0c29b3c9e412afa5b2de4805f08a7cc,31.76022,120.483643,31.76,120.484
SDK-XJ_d33fcfe6e5e074b0fc00b9ecdca60bdc,31.805794,120.475826,31.806,120.476
SDK-XJ_3afdb1200bf0dd5bb1646b5a04c9f14b,31.81826,120.485277,31.815,120.485
SDK-XJ_52c4580027b5b9788f3e4b1fa87a3015,31.815552,120.484676,31.816,120.485
SDK-XJ_5c30d19d10bc0cae95479f0309b82d46,31.815552,120.484697,31.815,120.485
SDK-XJ_14760dcb42f3b39b0c0c15dfb99d84fe,31.822238,120.486186,31.822,120.486
SDK-XJ_bbd6a83ee254a7d2f3dc8f6b8a03043b,31.760197,120.483809,31.827,120.495
SDK-XJ_2040e31433173410ee1fddbed77fb36b,31.805885,120.475579,31.822,120.486
SDK-XJ_d0e6b77f76fd907b193e52f4c8081b3e,31.758113,120.392116,31.806,120.476
SDK-XJ_8bba4b14cc1b0676bcaf611c8750f977,31.760219,120.483662,31.816,120.485
SDK-XJ_be2ecbee7293d5bba6ae353d28afcae0,31.805812,120.475877,31.806,120.476
SDK-XJ_d3792b73d27b26192f890c5db6af60be,31.77483,120.486431,31.822,120.486
SDK-XJ_fd22339b4f01210d304054cc62e6aac5,31.760147,120.483785,31.76,120.484
SDK-XJ_715a09754dc975c6229b5918fb2e67ac,31.815554,120.484665,31.815,120.484
SDK-XJ_92f83e7a6e15d4c005f28825109ccd53,32.567867,110.887552,32.576,110.864
SDK-XJ_321b0d03d5b90e9d960baba33c0636ed,32.576159999999994,110.864315,32.576,110.864
SDK-XJ_f601541fa2fe31db259556caca4eb1fd,32.575975,110.864348,32.576,110.864
SDK-XJ_2ea2b0da6fbac4284ee5cf63c996c103,32.568357,110.88737,32.568,110.888
SDK-XJ_4ea1d8ef12b17357e8a4ad2956b0518b,32.575829,110.864165,32.568,110.888
SDK-XJ_72d92cf88e296624995aeb71dd7c818c,32.567686,110.887735,32.568,110.888
SDK-XJ_372e2797506125471c9c77cfa8052f5a,25.956838,111.666442,25.958,111.661
SDK-XJ_d7a8999e8fcf2146c15b6cbae27fa5b4,25.956191,111.662821,25.952,111.657
SDK-XJ_563ac29ffb5fdae08f57b25739d59ffe,25.960773,111.66205,25.962,111.66
SDK-XJ_9d5144c3c8f372e7dbc53d4754820efe,26.055411,111.658785,25.972,111.663
SDK-XJ_1e371b39d91c081f794f13d0cd98d298,25.962212,111.662051,25.961,111.662
SDK-XJ_ab658dac484b954616ccd3515b6b312d,25.957625,111.660994,25.961,111.662
SDK-XJ_738e1959f65c9e0f89bdd6a7ed91b618,26.056246,111.664721,25.972,111.663
SDK-XJ_f16f3ee0d1cf57d4a11526ed3ea44723,25.960894,111.661405,25.961,111.662
SDK-XJ_46198a237bc4b2f44e2e31c723222c10,26.005018,111.65485,25.957,111.667
SDK-XJ_2116de87f982fc58757590695ffc2c51,25.954154,111.665845,25.957,111.667
SDK-XJ_40b0b79f1c7dccc4924109dbe9716139,26.056591,111.643758,25.972,111.663
SDK-XJ_0268f30b233f59bdbdadfe2a0984e8d2,25.961608,111.660787,26.055,111.645
SDK-XJ_26f6acab9f891892eee93d9f2be63885,25.966496,111.661884,25.96,111.666
SDK-XJ_ffa19b7c35fa9a7a2034493ca08b45f3,26.010928,111.867148,26.122,111.814
SDK-XJ_da6dd383586661bed5f9db28ce8b7d92,25.956792,111.666185,25.957,111.667
SDK-XJ_6fcc248761a6a09bcd70ffb8ed57419d,25.958317,111.674725,26.005,111.658
SDK-XJ_bd90b7d3922bfeb6576ce7662442c7e1,25.957271,111.662458,25.962,111.662
SDK-XJ_85539b3f9d00863ddff0b05ed2999765,25.960843,111.669438,25.972,111.673
SDK-XJ_0bc9cab5a66b2024d129fb24814ea3c0,25.968592,111.660902,25.957,111.663
SDK-XJ_4bba8683de83645b06a5953d44698a4f,25.960807,111.661658,26.055,111.645
SDK-XJ_3f7e925821fab82e8a87162601aea7e6,25.956815,111.666823,25.957,111.667
SDK-XJ_23b60cad01d7d3802d301fa6e221c513,25.960751,111.662085,25.957,111.671
SDK-XJ_77a36fe36fed5d2ce76822eb4287ff51,25.961046,111.66669,26.01,111.67
SDK-XJ_b076e6efd26f82575883897f8a5a833a,25.973958,111.662229,26.005,111.659
SDK-XJ_fd136aabd9ae7f65b166ac5df533b671,26.567607,107.969268,26.568,107.974
SDK-XJ_8e506304f78d3c07c5248864c839c5d5,26.568142,107.974268,26.568,107.974
SDK-XJ_ee24e282d9bc987b5842ba3cc6a4a213,26.52637600000001,107.880067,26.556,107.58
SDK-XJ_f7dcf12d6cba898d0d290c4fad8e33d4,26.536565000000003,107.913964,26.537,107.914
SDK-XJ_56c09981397c04a2616e4044f951482c,22.741267,114.398367,22.741,114.398
SDK-XJ_bd2dae6df8f7fec208703118490ca770,22.74133,114.39832,22.741,114.398
SDK-XJ_29ff0bcbc85bc7608b501c9602db0727,22.741334,114.39832,22.741,114.398
